concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_DATE,valid_end_DATE,invalid_reason
2000010180,"Insulin, Aspart, Human Cartridge [NovoLog]",Drug,mimiciv_drug_ndc,Prescription Drug,,Novolog 16 units,1970-01-01,2099-12-31,
2000010825,Esomeprazole 40 MG [Nexium],Drug,mimiciv_drug_ndc,Prescription Drug,,Nexium 40 mg Cap,1970-01-01,2099-12-31,
2000010783,erlotinib 100 MG [Tarceva],Drug,mimiciv_drug_ndc,Prescription Drug,,Tarceva 100 mg,1970-01-01,2099-12-31,
2000011333,sitagliptin 100 MG [Januvia],Drug,mimiciv_drug_ndc,Prescription Drug,,JANUVIA 100mg,1970-01-01,2099-12-31,
2000010427,Simethicone,Drug,mimiciv_drug_ndc,Prescription Drug,,SIMETHICONE SIMETHICONE,1970-01-01,2099-12-31,
2000011067,Prednisone Oral Solution [Liquid Pred],Drug,mimiciv_drug_ndc,Prescription Drug,,Prednisone 20MG ORAL SOLUTION,1970-01-01,2099-12-31,
2000010926,Acetaminophen / Aspirin / Caffeine Oral Tablet [Excedrin],Drug,mimiciv_drug_ndc,Prescription Drug,,Excedrin Extra Strength 1 tab,1970-01-01,2099-12-31,
2000010588,Esomeprazole 40 MG Delayed Release Oral Capsule [Nexium],Drug,mimiciv_drug_ndc,Prescription Drug,,"Esomeprazole Magnesium 40 mg Cap, Delayed Release",1970-01-01,2099-12-31,
2000011363,Calcium Gluconate sliding scale (Critical Care-Ionized calcium) Send Vial,Drug,mimiciv_drug_ndc,Prescription Drug,,Calcium Gluconate sliding scale (Critical Care-Ionized calcium) Send Vial,1970-01-01,2099-12-31,
2000011029,Memantine hydrochloride 5 MG [Namenda],Drug,mimiciv_drug_ndc,Prescription Drug,,Namenda 5 mg,1970-01-01,2099-12-31,
2000010508,Psyllium 525 MG Oral Capsule [Metamucil],Drug,mimiciv_drug_ndc,Prescription Drug,,Metamucil 0.52 g Oral Cap,1970-01-01,2099-12-31,
2000010274,difluprednate 0.5 MG/ML Ophthalmic Suspension [Durezol],Drug,mimiciv_drug_ndc,Prescription Drug,,Durezol 0.05% drops 0.05%,1970-01-01,2099-12-31,
2000010141,Olmesartan medoxomil 40 MG Oral Tablet,Drug,mimiciv_drug_ndc,Prescription Drug,,Olmesartan 40 mg Tab,1970-01-01,2099-12-31,
2000011291,rivastigmine 0.396 MG/HR [Exelon],Drug,mimiciv_drug_ndc,Prescription Drug,,Rivastigmine 9.5mg/24hr,1970-01-01,2099-12-31,
2000010436,Dopamine,Drug,mimiciv_drug_ndc,Prescription Drug,,DopAmine 400MG PREMIX,1970-01-01,2099-12-31,
2000010829,"Insulin, Aspart, Human 100 UNT/ML [NovoLog]",Drug,mimiciv_drug_ndc,Prescription Drug,,Novolog 100u/ml-10ml Vial,1970-01-01,2099-12-31,
2000010753,Ascorbic Acid / cuprous oxide / Lutein / Vitamin E / Zinc Oxide Oral Capsule [Ocuvite Lutein],Drug,mimiciv_drug_ndc,Prescription Drug,,Ocuvite tablet,1970-01-01,2099-12-31,
2000010863,Treprostinil 0.6 MG/ML [Tyvaso],Drug,mimiciv_drug_ndc,Prescription Drug,,Tyvaso 1.74mg/2.9 ml 0.6mg/ml,1970-01-01,2099-12-31,
2000010559,Levofloxacin,Drug,mimiciv_drug_ndc,Prescription Drug,,Levofloxacin 250MG PM BAG,1970-01-01,2099-12-31,
2000011011,Melatonin 3 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,Melatonin 3,1970-01-01,2099-12-31,
2000011264,Epinephrine,Drug,mimiciv_drug_ndc,Prescription Drug,,EPINEPHRINE ,1970-01-01,2099-12-31,
2000010006,Carbidopa Oral Tablet [Lodosyn],Drug,mimiciv_drug_ndc,Prescription Drug,,Lodosyn 5O MG,1970-01-01,2099-12-31,
2000010318,sevelamer Powder for Oral Suspension [Renvela],Drug,mimiciv_drug_ndc,Prescription Drug,,Sevelamer carbonate (Renvela) Renvela powder for suspension,1970-01-01,2099-12-31,
2000011397,Sterile Water 50 mL Bag,Drug,mimiciv_drug_ndc,Prescription Drug,,Sterile Water 50 mL Bag,1970-01-01,2099-12-31,
2000010472,nebivolol 10 MG Oral Tablet [Bystolic],Drug,mimiciv_drug_ndc,Prescription Drug,,Bystolic 10 mg Tab,1970-01-01,2099-12-31,
2000010412,Budesonide Nasal Spray,Drug,mimiciv_drug_ndc,Prescription Drug,,Budesonide (Nasal) 2.5MG,1970-01-01,2099-12-31,
2000010093,ranolazine 500 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,Ranolazine 500,1970-01-01,2099-12-31,
2000010675,Omeprazole,Drug,mimiciv_drug_ndc,Prescription Drug,,Omeprazole CAP,1970-01-01,2099-12-31,
2000010322,Roflumilast 0.5 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,roflumilast 500mcg,1970-01-01,2099-12-31,
2000010774,Isradipine 5 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,Isradipine 5mg ,1970-01-01,2099-12-31,
2000010020,Vancomycin,Drug,mimiciv_drug_ndc,Prescription Drug,,Vancomycin HCl 1GM FROZ. BAG,1970-01-01,2099-12-31,
2000010092,Balsalazide disodium 750 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,Balsalazide Disodium 750 mg,1970-01-01,2099-12-31,
2000011031,Acetylcysteine 600 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,NAC 600,1970-01-01,2099-12-31,
2000010860,Lactase 3000 UNT [Lactaid],Drug,mimiciv_drug_ndc,Prescription Drug,,Lactaid 3000 unit,1970-01-01,2099-12-31,
2000011350,bimatoprost 0.3 MG/ML,Drug,mimiciv_drug_ndc,Prescription Drug,,Bimatoprost 0.03&,1970-01-01,2099-12-31,
2000010713,Diltiazem Hydrochloride 180 MG [Cardizem],Drug,mimiciv_drug_ndc,Prescription Drug,,Cardizem CD 180 mg,1970-01-01,2099-12-31,
2000010976,Rabeprazole sodium 20 MG [Aciphex],Drug,mimiciv_drug_ndc,Prescription Drug,,Aciphex 20 mg Tab,1970-01-01,2099-12-31,
2000010486,varenicline 0.5 MG Oral Tablet [Chantix],Drug,mimiciv_drug_ndc,Prescription Drug,,Varenicline Chantix 0.5 mg Tablets,1970-01-01,2099-12-31,
2000010516,{112 (bismuth subsalicylate 262 MG Chewable Tablet) / 56 (Metronidazole 250 MG Oral Tablet) / 56 (Tetracycline 500 MG Oral Capsule) } Pack [Helidac Therapy],Drug,mimiciv_drug_ndc,Prescription Drug,,Helidac 1 tab,1970-01-01,2099-12-31,
2000010161,Folic Acid / Vitamin B 12 / Vitamin B6 Oral Tablet [Folgard],Drug,mimiciv_drug_ndc,Prescription Drug,,Folgard 1,1970-01-01,2099-12-31,
2000010558,Acetic Acid,Drug,mimiciv_drug_ndc,Prescription Drug,,Acetic Acid Glacial 0.04% Vaginal Douche,1970-01-01,2099-12-31,
2000010062,Brimonidine tartrate 1 MG/ML,Drug,mimiciv_drug_ndc,Prescription Drug,,brimonidine 0.1 % Eye Drops,1970-01-01,2099-12-31,
2000010417,Guaifenesin 1000 MG Extended Release Oral Tablet [Muco-Fen],Drug,mimiciv_drug_ndc,Prescription Drug,,"Muco-Fen DM 60 mg-1,000 mg Oral Tb12",1970-01-01,2099-12-31,
2000010741,Mitotane 500 MG [Lysodren],Drug,mimiciv_drug_ndc,Prescription Drug,,Lysodren 500 mg,1970-01-01,2099-12-31,
2000010779,Levalbuterol,Drug,mimiciv_drug_ndc,Prescription Drug,,Levalbuterol (Xopenex) 1.25mg/3ml,1970-01-01,2099-12-31,
2000011296,24 HR darifenacin 7.5 MG Extended Release Oral Tablet [Enablex],Drug,mimiciv_drug_ndc,Prescription Drug,,Enablex 7.5 mg 24 hr Tab,1970-01-01,2099-12-31,
2000010138,Warfarin Sodium 10 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,warfarin 10 mg,1970-01-01,2099-12-31,
2000010997,Rosuvastatin calcium 10 MG [Crestor],Drug,mimiciv_drug_ndc,Prescription Drug,,Crestor 10 mg,1970-01-01,2099-12-31,
2000010646,sildenafil 20 MG Oral Tablet [Revatio],Drug,mimiciv_drug_ndc,Prescription Drug,,Revatio 20 mg Tab,1970-01-01,2099-12-31,
2000011388,Mannitol 500ml Bag,Drug,mimiciv_drug_ndc,Prescription Drug,,Mannitol 500ml Bag,1970-01-01,2099-12-31,
2000010989,Nitroprusside,Drug,mimiciv_drug_ndc,Prescription Drug,,NITROPRUSSIDE ,1970-01-01,2099-12-31,
2000010950,Diltiazem Hydrochloride 300 MG [Cartia],Drug,mimiciv_drug_ndc,Prescription Drug,,Cartia XT 300mg,1970-01-01,2099-12-31,
2000011400,Vancomycin Bag,Drug,mimiciv_drug_ndc,Prescription Drug,,Vancomycin Bag,1970-01-01,2099-12-31,
2000010146,sunitinib 50 MG Oral Capsule [Sutent],Drug,mimiciv_drug_ndc,Prescription Drug,,Sutent 50 mg Cap,1970-01-01,2099-12-31,
2000010272,Polyethylene Glycol 400 0.004 MG/MG / Propylene glycol 0.003 MG/MG [Systane],Drug,mimiciv_drug_ndc,Prescription Drug,,Systane 0.4 %-0.3 % Eye Drops,1970-01-01,2099-12-31,
2000011089,Lisinopril 20 MG Oral Tablet [Zestril],Drug,mimiciv_drug_ndc,Prescription Drug,,Zestril 20 mg Tab,1970-01-01,2099-12-31,
2000010554,Potassium Acetate 2 MEQ/ML,Drug,mimiciv_drug_ndc,Prescription Drug,,Potassium Acetate 2MEQ/ML-20ML,1970-01-01,2099-12-31,
2000010657,Felodipine,Drug,mimiciv_drug_ndc,Prescription Drug,,Felodipine TAB,1970-01-01,2099-12-31,
2000010196,zolmitriptan 5 MG [Zomig],Drug,mimiciv_drug_ndc,Prescription Drug,,Zomig 5,1970-01-01,2099-12-31,
2000010419,milk thistle extract,Drug,mimiciv_drug_ndc,Prescription Drug,,Milk Thistle Extract 250 mg caps,1970-01-01,2099-12-31,
2000010065,"Estrogens, Conjugated (USP) 0.625 MG/ML Vaginal Cream [Premarin]",Drug,mimiciv_drug_ndc,Prescription Drug,,Premarin 0.625 mg/gram Vaginal Cream,1970-01-01,2099-12-31,
2000010574,Amlodipine 5 MG / Benazepril hydrochloride 20 MG [Lotrel],Drug,mimiciv_drug_ndc,Prescription Drug,,Lotrel 5-20,1970-01-01,2099-12-31,
2000010125,prednisolone,Drug,mimiciv_drug_ndc,Prescription Drug,,"Prednisolone Acetate 0.12 % Eye Drops, Susp",1970-01-01,2099-12-31,
2000010759,mycophenolate mofetil 500 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,Mycophenolate Mofetil 500MG VIAL,1970-01-01,2099-12-31,
2000010963,defibrotide sodium 80 MG/ML,Drug,mimiciv_drug_ndc,Prescription Drug,,Defibrotide (*IND*) 80 mg / mL - 2.5 mL Amp,1970-01-01,2099-12-31,
2000011282,Dornase Alfa 1 MG/ML Inhalant Solution,Drug,mimiciv_drug_ndc,Prescription Drug,,Dornase Alfa 1 mg/mL Inhl Soln,1970-01-01,2099-12-31,
2000010107,efavirenz / emtricitabine / tenofovir disoproxil Oral Tablet [Atripla],Drug,mimiciv_drug_ndc,Prescription Drug,,ATRIPLA 1,1970-01-01,2099-12-31,
2000011320,Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT [Symbicort],Drug,mimiciv_drug_ndc,Prescription Drug,,Symbicort 160-4.5mcg/actuation,1970-01-01,2099-12-31,
2000011324,Lactobacillus rhamnosus GG,Drug,mimiciv_drug_ndc,Prescription Drug,,Lactobacillus Rhamnosus (GG) 10 billion,1970-01-01,2099-12-31,
2000010250,Cosyntropin,Drug,mimiciv_drug_ndc,Prescription Drug,,Cosyntropin 250 mcg Vial,1970-01-01,2099-12-31,
2000010112,Creatine,Drug,mimiciv_drug_ndc,Prescription Drug,,creatine  800mg,1970-01-01,2099-12-31,
2000010429,Domperidone,Drug,mimiciv_drug_ndc,Prescription Drug,,domperidone  Powder,1970-01-01,2099-12-31,
2000010744,Polymyxin B 10000 UNT/ML / Trimethoprim 1 MG/ML [Polytrim],Drug,mimiciv_drug_ndc,Prescription Drug,,Polymyxin B /Trimethoprim 0.1-10000,1970-01-01,2099-12-31,
2000011221,Ipratropium,Drug,mimiciv_drug_ndc,Prescription Drug,,Ipratropium bromide 1 SPRAY,1970-01-01,2099-12-31,
2000011188,Acyclovir Oral Suspension [Zovirax],Drug,mimiciv_drug_ndc,Prescription Drug,,Acyclovir suspension 400mg,1970-01-01,2099-12-31,
2000011162,Lutein 6 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,Lutein 6 mg,1970-01-01,2099-12-31,
2000010257,Ascorbic Acid / cuprous oxide / Lutein / Vitamin E / Zinc Oxide Oral Capsule [Ocuvite Lutein],Drug,mimiciv_drug_ndc,Prescription Drug,,Ocuvite 150-30-6-150 mg-unit-mg-mg,1970-01-01,2099-12-31,
2000010870,Prednisone,Drug,mimiciv_drug_ndc,Prescription Drug,,Prednisone 5MG /ML ORAL CONCENTRATE,1970-01-01,2099-12-31,
2000011261,degarelix 120 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,degarelix 120 mg syringe,1970-01-01,2099-12-31,
2000010210,Levetiracetam 750 MG Oral Tablet,Drug,mimiciv_drug_ndc,Prescription Drug,,Levetiracetam 750 mg Tab,1970-01-01,2099-12-31,
2000010925,liothyronine,Drug,mimiciv_drug_ndc,Prescription Drug,,Liothyronine 10 mcg/ml,1970-01-01,2099-12-31,
2000010252,Ipratropium,Drug,mimiciv_drug_ndc,Prescription Drug,,Ipratropium Bromide 0.06 % Nasal Spray Aerosol,1970-01-01,2099-12-31,
2000010237,Tobramycin,Drug,mimiciv_drug_ndc,Prescription Drug,,Tobramycin Fortified Ophth. Soln. 14mg/mL,1970-01-01,2099-12-31,
2000010254,thyroid (USP),Drug,mimiciv_drug_ndc,Prescription Drug,,Thyroid 4mg,1970-01-01,2099-12-31,
2000010938,moxifloxacin 5 MG/ML [Vigamox],Drug,mimiciv_drug_ndc,Prescription Drug,,Vigamox 0.5 % Eye Drops,1970-01-01,2099-12-31,
2000010071,abiraterone acetate 250 MG [Zytiga],Drug,mimiciv_drug_ndc,Prescription Drug,,Zytiga (Abiraterone)  250 mg,1970-01-01,2099-12-31,
2000010877,Phenylephrine,Drug,mimiciv_drug_ndc,Prescription Drug,,PHENYLEPHRINE HCL ,1970-01-01,2099-12-31,
2000010731,Potassium Chloride Oral Powder,Drug,mimiciv_drug_ndc,Prescription Drug,,Potassium Chloride (Powder) ,1970-01-01,2099-12-31,
2000010497,Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT [Symbicort],Drug,mimiciv_drug_ndc,Prescription Drug,,Symbicort 160-45mcg,1970-01-01,2099-12-31,
2000010408,Betaxolol Hydrochloride 10 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,Betaxolol HCl 10 mg,1970-01-01,2099-12-31,
2000011061,Insulin Lispro 100 UNT/ML Pen Injector [Humalog],Drug,mimiciv_drug_ndc,Prescription Drug,,Humalog KwikPen 100 unit/mL Sub-Q Pen,1970-01-01,2099-12-31,
2000011269,mesalamine,Drug,mimiciv_drug_ndc,Prescription Drug,,Mesalamine Desensitization 0.25 mg / 10 mL,1970-01-01,2099-12-31,
2000011369,Fat Emulsion 20% 1 Syringe,Drug,mimiciv_drug_ndc,Prescription Drug,,Fat Emulsion 20% 1 Syringe,1970-01-01,2099-12-31,
2000011253,Sodium Nitroprusside 25 MG/ML,Drug,mimiciv_drug_ndc,Prescription Drug,,Nitroprusside Sodium 25mg/ml-2ml,1970-01-01,2099-12-31,
2000010156,"Estrogens, Esterified (USP) 0.625 MG [Menest]",Drug,mimiciv_drug_ndc,Prescription Drug,,Menest (esterified estrogens) 0.625mg ,1970-01-01,2099-12-31,
2000010043,Maprotiline Hydrochloride 25 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,Maprotiline HCl 25mg caps,1970-01-01,2099-12-31,
2000010127,montelukast 10 MG [Singulair],Drug,mimiciv_drug_ndc,Prescription Drug,,Singulair 10 mg,1970-01-01,2099-12-31,
2000010286,formoterol fumarate 0.012 MG Inhalant Powder [Foradil],Drug,mimiciv_drug_ndc,Prescription Drug,,Foradil Aerolizer 12 mcg inhalation Caps,1970-01-01,2099-12-31,
2000010591,Somatropin 5 MG/ML,Drug,mimiciv_drug_ndc,Prescription Drug,,Somatropin 5mg/ml,1970-01-01,2099-12-31,
2000011013,dronedarone 400 MG Oral Tablet,Drug,mimiciv_drug_ndc,Prescription Drug,,Dronedarone 400 mg Tablet,1970-01-01,2099-12-31,
2000010932,Propofol,Drug,mimiciv_drug_ndc,Prescription Drug,,Propofol Diprivan 200mg,1970-01-01,2099-12-31,
2000011044,clobazam,Drug,mimiciv_drug_ndc,Prescription Drug,,Clobazam Clobazam,1970-01-01,2099-12-31,
2000010207,Domperidone 10 MG [Motilium],Drug,mimiciv_drug_ndc,Prescription Drug,,motilium 10mg,1970-01-01,2099-12-31,
2000010367,Triamcinolone Metered Dose Nasal Spray [Nasacort],Drug,mimiciv_drug_ndc,Prescription Drug,,Nasacort 1,1970-01-01,2099-12-31,
2000010026,Acetylcysteine 600 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,acetylcysteine 600mg,1970-01-01,2099-12-31,
2000011170,levothyroxine,Drug,mimiciv_drug_ndc,Prescription Drug,,Levothyroxine Sodium 50 mcg,1970-01-01,2099-12-31,
2000010902,Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG [Ortho Cyclen],Drug,mimiciv_drug_ndc,Prescription Drug,,Ortho Tri-Cyclen (28) 0.18/0.215/0.25-35 mg,1970-01-01,2099-12-31,
2000010995,Clindamycin Topical Lotion,Drug,mimiciv_drug_ndc,Prescription Drug,,clindamycin lotion,1970-01-01,2099-12-31,
2000010361,Verapamil hydrochloride 100 MG [Verelan],Drug,mimiciv_drug_ndc,Prescription Drug,,Verelan PM 100 mg Cap,1970-01-01,2099-12-31,
2000010357,Dutasteride 0.5 MG [Avodart],Drug,mimiciv_drug_ndc,Prescription Drug,,Avodart  0.5MG 0.5 MG,1970-01-01,2099-12-31,
2000010166,mesalamine 375 MG Extended Release Oral Capsule [Apriso],Drug,mimiciv_drug_ndc,Prescription Drug,,Apriso 0.375 gram 24 hr Cap,1970-01-01,2099-12-31,
2000010158,Sodium Chloride Prefilled Syringe,Drug,mimiciv_drug_ndc,Prescription Drug,,Sodium Chloride 0.9%  Flush Syringe,1970-01-01,2099-12-31,
2000011238,trisodium citrate,Drug,mimiciv_drug_ndc,Prescription Drug,,Trisodium Citrate 0.4% Replacement Soln 3556mL Bag,1970-01-01,2099-12-31,
2000010965,Aluminum Hydroxide / Magnesium Hydroxide Oral Suspension [Maalox],Drug,mimiciv_drug_ndc,Prescription Drug,,Maalox aluminum hydrox/mag hydrox/simethicone,1970-01-01,2099-12-31,
2000011398,SW 100ml Bag,Drug,mimiciv_drug_ndc,Prescription Drug,,SW 100ml Bag,1970-01-01,2099-12-31,
2000010413,Fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT [Advair],Drug,mimiciv_drug_ndc,Prescription Drug,,Advair Diskus 100/50 mcg,1970-01-01,2099-12-31,
2000010994,"Insulin, Aspart, Human Cartridge [NovoLog]",Drug,mimiciv_drug_ndc,Prescription Drug,,Novolog 100unit/mL-10mL Vial,1970-01-01,2099-12-31,
2000010470,levothyroxine Oral Tablet [Levoxyl],Drug,mimiciv_drug_ndc,Prescription Drug,,Levoxyl 50 mcg,1970-01-01,2099-12-31,
2000010692,{21 (drospirenone 3 MG / Ethinyl Estradiol 0.03 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Yasmin 28 Day],Drug,mimiciv_drug_ndc,Prescription Drug,,Yasmin 28 1,1970-01-01,2099-12-31,
2000010066,Ipratropium,Drug,mimiciv_drug_ndc,Prescription Drug,,Ipratropium Bromide Neb ,1970-01-01,2099-12-31,
2000010726,Carbidopa Oral Tablet [Lodosyn],Drug,mimiciv_drug_ndc,Prescription Drug,,Lodosyn 50 mg,1970-01-01,2099-12-31,
2000010953,levothyroxine,Drug,mimiciv_drug_ndc,Prescription Drug,,Levothyroxine 37.5 mcg,1970-01-01,2099-12-31,
2000011242,Fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair],Drug,mimiciv_drug_ndc,Prescription Drug,,Advair HFA 230 mcg-21 mcg/Actuation Aerosol Inhaler,1970-01-01,2099-12-31,
2000010647,Lanolin Topical Ointment,Drug,mimiciv_drug_ndc,Prescription Drug,,Lanolin (Hydrous) ointment,1970-01-01,2099-12-31,
2000010517,nepafenac 1 MG/ML Ophthalmic Suspension [Nevanac],Drug,mimiciv_drug_ndc,Prescription Drug,,Nevanac 0.1 % Eye Drops,1970-01-01,2099-12-31,
2000010942,Pramipexole dihydrochloride 0.125 MG Oral Tablet [Mirapex],Drug,mimiciv_drug_ndc,Prescription Drug,,Mirapex 0.125 mg Tab,1970-01-01,2099-12-31,
2000011393,Pantoprazole Send Vial,Drug,mimiciv_drug_ndc,Prescription Drug,,Pantoprazole Send Vial,1970-01-01,2099-12-31,
2000011006,Lactase 3000 UNT [Lactaid],Drug,mimiciv_drug_ndc,Prescription Drug,,Lactaid 3000 untis,1970-01-01,2099-12-31,
2000011156,heparin,Drug,mimiciv_drug_ndc,Prescription Drug,,Heparin Sodium ,1970-01-01,2099-12-31,
2000010758,{84 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.15 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Jolessa 91 Day],Drug,mimiciv_drug_ndc,Prescription Drug,,Jolessa 1 TAB,1970-01-01,2099-12-31,
2000011308,Ipratropium Nasal Spray [Atrovent],Drug,mimiciv_drug_ndc,Prescription Drug,,Atrovent Nasal 0.03%,1970-01-01,2099-12-31,
2000010551,Lorazepam 0.2 MG/ML,Drug,mimiciv_drug_ndc,Prescription Drug,,Lorazepam 20MG/10ML VIAL,1970-01-01,2099-12-31,
2000010791,Alfuzosin hydrochloride 10 MG [UroXatral],Drug,mimiciv_drug_ndc,Prescription Drug,,Uroxatral 10 mg Tablet,1970-01-01,2099-12-31,
2000010908,cadexomer iodine 0.009 MG/MG [Iodosorb],Drug,mimiciv_drug_ndc,Prescription Drug,,Iodosorb cadexomer iodine 0.9%,1970-01-01,2099-12-31,
2000010422,Papain / Urea Topical Ointment [Ethezyme],Drug,mimiciv_drug_ndc,Prescription Drug,,"Ethezyme 1,100,000-100",1970-01-01,2099-12-31,
2000010302,trandolapril,Drug,mimiciv_drug_ndc,Prescription Drug,,Trandolapril ,1970-01-01,2099-12-31,
2000011150,Dexamethasone 0.5 MG/ML Oral Solution,Drug,mimiciv_drug_ndc,Prescription Drug,,dexamethasone oral solution 0.5mg/5ml,1970-01-01,2099-12-31,
2000011368,Epoetin Alfa Send Vial,Drug,mimiciv_drug_ndc,Prescription Drug,,Epoetin Alfa Send Vial,1970-01-01,2099-12-31,
2000011082,Ascorbic Acid 500 MG/ML,Drug,mimiciv_drug_ndc,Prescription Drug,,Ascorbic Acid 500 mg/mL Injection,1970-01-01,2099-12-31,
2000010624,Levalbuterol 0.045 MG/ACTUAT [Xopenex],Drug,mimiciv_drug_ndc,Prescription Drug,,Xopenex HFA 45 mcg/actuation,1970-01-01,2099-12-31,
2000010403,Propofol,Drug,mimiciv_drug_ndc,Prescription Drug,,PROPOFOL (*GENERIC*) ,1970-01-01,2099-12-31,
2000011386,Magnesium Sulfate Replacement (Critical Care and Oncology) 50 mL Bag,Drug,mimiciv_drug_ndc,Prescription Drug,,Magnesium Sulfate Replacement (Critical Care and Oncology) 50 mL Bag,1970-01-01,2099-12-31,
2000010094,Magnesium Sulfate 1.2 MEQ/ML,Drug,mimiciv_drug_ndc,Prescription Drug,,Magnesium Sulfate 1gm/2ml vial,1970-01-01,2099-12-31,
2000010137,adefovir dipivoxil 10 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,Adefovir Dipivoxil 10 mg,1970-01-01,2099-12-31,
2000011147,miglitol 100 MG [Glyset],Drug,mimiciv_drug_ndc,Prescription Drug,,Glyset 100 mg,1970-01-01,2099-12-31,
2000011232,Levothyroxine Sodium 0.137 MG [Levoxyl],Drug,mimiciv_drug_ndc,Prescription Drug,,Levoxyl 137,1970-01-01,2099-12-31,
2000010424,Guaifenesin 600 MG [Humibid L.A.],Drug,mimiciv_drug_ndc,Prescription Drug,,Humibid L.A. 600,1970-01-01,2099-12-31,
2000011005,ranolazine 500 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,Ranolazine 500mg,1970-01-01,2099-12-31,
2000011285,Ipratropium 0.6 MG/ML Nasal Spray [Atrovent],Drug,mimiciv_drug_ndc,Prescription Drug,,Atrovent 0.06 % Nasal Spray,1970-01-01,2099-12-31,
2000010600,imatinib,Drug,mimiciv_drug_ndc,Prescription Drug,,Imatinib 200 mg/10 ml,1970-01-01,2099-12-31,
2000011278,anagrelide 0.5 MG [Agrylin],Drug,mimiciv_drug_ndc,Prescription Drug,,Agrylin (anagrelide) 0.5mg CAP 0.5 mg Cap,1970-01-01,2099-12-31,
2000010818,Oxycodone,Drug,mimiciv_drug_ndc,Prescription Drug,,OxycoDONE ,1970-01-01,2099-12-31,
2000011130,zolmitriptan 2.5 MG [Zomig],Drug,mimiciv_drug_ndc,Prescription Drug,,Zomig 2.5mg -ZMT tabs 2.5mg,1970-01-01,2099-12-31,
2000011210,Fluticasone propionate 0.05 MG/ACTUAT [Flonase],Drug,mimiciv_drug_ndc,Prescription Drug,,Flonase 50 mcg/actuation,1970-01-01,2099-12-31,
2000011223,Diphenhydramine Hydrochloride 10 MG/ML Topical Cream [Benadryl],Drug,mimiciv_drug_ndc,Prescription Drug,,"Diphenhydramine (Benadryl) cream 1% Diphenhydramine, 28.3 gm tube",1970-01-01,2099-12-31,
2000010244,Dutasteride 0.5 MG Oral Capsule [Avodart],Drug,mimiciv_drug_ndc,Prescription Drug,,Dutasteride (Avodart ) 0.5 mg cap,1970-01-01,2099-12-31,
2000011179,Epoetin Alfa 4000 UNT/ML,Drug,mimiciv_drug_ndc,Prescription Drug,,Epoetin Alfa 4000U VIAL,1970-01-01,2099-12-31,
2000011028,Buprenorphine,Drug,mimiciv_drug_ndc,Prescription Drug,,Buprenorphine HCl Buprenophrine HCl,1970-01-01,2099-12-31,
2000011206,Phenylephrine,Drug,mimiciv_drug_ndc,Prescription Drug,,Phenylephrine HCl 1% Phenylephrine 1%,1970-01-01,2099-12-31,
2000011069,Saccharomyces boulardii 250 MG Oral Capsule [Florastor],Drug,mimiciv_drug_ndc,Prescription Drug,,Florastor 250 mg Cap,1970-01-01,2099-12-31,
2000010720,Atropine,Drug,mimiciv_drug_ndc,Prescription Drug,,Atropine Sulfate ,1970-01-01,2099-12-31,
2000011284,candesartan cilexetil 8 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,Candesartan 8mg,1970-01-01,2099-12-31,
2000010386,coenzyme Q10 200 MG,Drug,mimiciv_drug_ndc,Prescription Drug,,coenzyme Q10 200mg,1970-01-01,2099-12-31,
2000011328,interferon beta-1b 0.3 MG [Betaseron],Drug,mimiciv_drug_ndc,Prescription Drug,,Betaseron 1,1970-01-01,2099-12-31,
2000010842,Metformin hydrochloride 500 MG / sitagliptin 50 MG [Janumet],Drug,mimiciv_drug_ndc,Prescription Drug,,Janumet 50 mg-500 mg Tab,1970-01-01,2099-12-31,
2000011381,Iso-Osmotic Dextrose 50 mL Bag,Drug,mimiciv_drug_ndc,Prescription Drug,,Iso-Osmotic Dextrose 50 mL Bag,1970-01-01,2099-12-31,
